fiscal_year,Customer,SubCustomer,CanadaSector,obligatedAmount,numberOfActions,NumberOfContracts
2006,Defense,Army,"Weapons, Ammunition and Missiles",59097747.0000,41,28
2006,Defense,DLA,"Weapons, Ammunition and Missiles",1691132.0000,103,98
2006,Defense,Navy,Other Products,11010573.1300,69,54
2006,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",6622430.0000,48,46
2006,DHS,CBP,NULL,74082.5000,7,7
2006,DHS,CBP,Air,226594.0000,26,17
2006,DHS,COAST GUARD,Other Products,395302.8700,33,24
2006,DHS,ICE,Other Services,13500.0000,4,3
2006,DHS,OPO,C4ISR,113664.4000,4,3
2006,DHS,Other DHS,C4ISR,134907.0000,10,9
2006,DHS,Other DHS,Land,4000.0000,1,1
2006,NASA,NASA,C4ISR,33518503.8800,52,27
2006,NASA,NASA,Space,3427362.3900,7,6
2006,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",224785.0000,95,46
2006,Other Agencies,Agriculture,Other R&D and Knowledge Based,8394433.2100,25,29
2006,Other Agencies,Exec Office,"Other Facilities, Construction, Manufacturing and Testing",53221.7400,2,2
2006,Other Agencies,HUD,"Other Facilities, Construction, Manufacturing and Testing",146879.1300,6,6
2006,Other Agencies,Interior,Other Services,333184.3100,33,23
2006,Other Agencies,Justice,C4ISR,37716376.7700,83,81
2006,Other Agencies,Justice,Land,87634.0000,1,1
2006,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",78357.0100,4,4
2006,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",79117.7100,4,4
2006,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,37408.0000,1,1
2006,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",0.0000,NULL,2
2006,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,44851.3200,9,8
2006,Other Agencies,Transportation,Other Products,38670.0000,3,3
2006,Other Agencies,Transportation,Sea,2583.3500,2,2
2006,State and IAP,State,NULL,346382.7300,55,54
2006,State and IAP,State,Air,7597585.0000,1,2
2006,State and IAP,USAID,C4ISR,11807.0000,1,1
2007,Defense,Air Force,C4ISR,42638866.8900,170,137
2007,Defense,Air Force,Land,1377388.0000,20,15
2007,Defense,DLA,Air,12126286.0000,362,361
2007,Defense,Navy,"Weapons, Ammunition and Missiles",12944348.2800,37,24
2007,Defense,Other DoD,C4ISR,1073239.0000,29,24
2007,Defense,Other DoD,Land,26968.0000,2,2
2007,DHS,CBP,C4ISR,736024.0000,12,11
2007,DHS,CBP,Land,13155.0000,3,2
2007,DHS,COAST GUARD,NULL,180474.3000,32,25
2007,DHS,COAST GUARD,"Weapons, Ammunition and Missiles",0.0000,1,1
2007,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",192534.4200,18,18
2007,DHS,Other DHS,Other R&D and Knowledge Based,25000.0000,NULL,1
2007,DHS,Other DHS,Other Services,4000.0000,1,1
2007,DHS,TSA,"Other Facilities, Construction, Manufacturing and Testing",6520.6000,1,1
2007,GSA,GSA,Other R&D and Knowledge Based,29018.2300,3,4
2007,NASA,NASA,Other R&D and Knowledge Based,185530.0000,10,10
2007,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",3559088.0400,72,67
2007,Other Agencies,Commerce,Other Services,170500.8200,6,5
2007,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",450916.0500,30,23
2007,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",154253.8400,16,16
2007,Other Agencies,Interior,Other Products,662199.9100,56,51
2007,Other Agencies,Justice,Other Services,357777.0000,2,2
2007,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,"Other Facilities, Construction, Manufacturing and Testing",11757.0900,1,1
2007,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",480721.2200,10,8
2007,Other Agencies,Transportation,Other Services,9047.9400,1,1
2007,Other Agencies,Treasury,Other Services,173387.1300,8,8
2007,State and IAP,State,Other Products,914658.6700,17,15
2007,State and IAP,State,Other R&D and Knowledge Based,276437.4700,10,10
2007,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",8610.3800,2,2
2007,State and IAP,USAID,"Weapons, Ammunition and Missiles",64.9500,1,1
2008,Defense,Air Force,Air,54950868.7200,182,143
2008,DHS,CBP,NULL,-13043.3800,2,2
2006,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",2852867.9400,88,73
2006,Other Agencies,EPA,Air,478383.0000,11,8
2006,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",601395.6900,46,37
2006,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",4664406.1100,233,200
2006,Other Agencies,Justice,Other R&D and Knowledge Based,81423.3100,8,8
2006,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",7836.4600,4,3
2006,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,"Other Facilities, Construction, Manufacturing and Testing",70000.0000,3,2
2006,Other Agencies,Transportation,NULL,80036.0200,10,8
2006,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",500257.5700,25,21
2006,Other Agencies,VA,C4ISR,136539.1700,16,16
2006,State and IAP,State,Land,253734.6400,8,8
2007,Defense,Army,Other Products,27353130.0300,135,118
2007,Defense,DLA,Other Products,43366118.7200,330,330
2007,Defense,Navy,C4ISR,32672378.4000,419,330
2007,Defense,Navy,Other Services,5125799.9800,21,12
2007,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",1831448.8500,27,26
2007,DHS,COAST GUARD,Sea,865868.9600,40,36
2007,DHS,FEMA,Other R&D and Knowledge Based,7720.0000,4,3
2007,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",32754.0000,4,4
2007,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",4940560.1800,798,805
2007,HHS,HHS,C4ISR,1156359.5300,22,21
2007,HHS,HHS,Other Services,172553.0000,6,6
2007,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",521754.0000,22,20
2007,NASA,NASA,Other Services,459463.0000,2,2
2007,Other Agencies,Agriculture,NULL,106006.7100,18,15
2007,Other Agencies,Agriculture,Land,13577.0000,3,3
2007,Other Agencies,All other Customers,Other R&D and Knowledge Based,15700.0000,1,1
2007,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",-191.8200,1,1
2007,Other Agencies,BROADCASTING BOARD OF GOVERNORS,C4ISR,166150.0000,1,2
2007,Other Agencies,Commerce,Air,4890926.9800,14,7
2007,Other Agencies,Education,C4ISR,1258.4000,1,1
2007,Other Agencies,EPA,Air,325800.0000,12,13
2007,Other Agencies,EPA,Other Services,97940.7200,5,4
2007,Other Agencies,Exec Office,C4ISR,561.9200,1,1
2007,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",6680930.0600,286,250
2007,Other Agencies,Interior,Sea,4392770.0000,18,6
2007,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",10196.2300,1,1
2007,Other Agencies,Transportation,Other R&D and Knowledge Based,643978.8500,7,7
2008,Defense,Air Force,Other R&D and Knowledge Based,6182687.8000,30,20
2008,Defense,Army,Land,191138890.9400,223,161
2008,Defense,Army,Other R&D and Knowledge Based,42268668.6800,90,51
2008,Defense,DLA,Land,60157053.0000,1167,1169
2008,Defense,Navy,C4ISR,52688706.5500,442,349
2007,Defense,Air Force,Space,9500000.0000,1,1
2007,Defense,Air Force,"Weapons, Ammunition and Missiles",85258.0000,7,7
2007,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",201110.0000,3,2
2007,Defense,Navy,NULL,12547.5000,2,1
2007,Defense,Navy,Land,355779992.0000,47,33
2007,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",391623.0000,12,10
2007,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",155277.2300,15,12
2007,DHS,TSA,Other Products,20781.1500,3,4
2007,Energy,Energy,Other Products,70291.6700,6,6
2007,GSA,GSA,Other Products,810561.6500,51,54
2007,HHS,HHS,NULL,182444.5000,25,23
2007,HHS,HHS,Other R&D and Knowledge Based,13894943.7900,73,62
2007,NASA,NASA,NULL,4940.4600,2,2
2007,NASA,NASA,Land,69970.0000,2,1
2007,Other Agencies,NULL,Other R&D and Knowledge Based,9000.0000,1,1
2007,Other Agencies,Agriculture,C4ISR,4634894.3900,80,66
2007,Other Agencies,Agriculture,Other Services,902866.3100,16,16
2007,Other Agencies,All other Customers,C4ISR,111945.6800,11,8
2007,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,C4ISR,25350.0000,2,1
2007,Other Agencies,FEDERAL TRADE COMMISSION,NULL,0.0000,2,1
2007,Other Agencies,HUD,NULL,7391.6400,1,1
2007,Other Agencies,Justice,"Weapons, Ammunition and Missiles",41565.3500,1,1
2007,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,573573.3000,8,7
2007,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,80000.0000,1,1
2007,Other Agencies,Transportation,C4ISR,12591237.4000,19,18
2007,Other Agencies,Treasury,Other R&D and Knowledge Based,1290397.5000,8,8
2007,Other Agencies,VA,Other Products,4529379.2700,1479,744
2007,State and IAP,State,Air,5534142.0000,1,1
2007,State and IAP,State,C4ISR,-343834.4700,21,20
2008,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",9488026.5900,141,120
2008,Defense,Army,C4ISR,219484223.6600,414,289
2008,Defense,Army,Other Services,811886.6200,25,19
2008,Defense,DLA,C4ISR,5544856.0000,244,248
2008,Defense,Navy,Other Products,1392310.0700,68,55
2008,Defense,Other DoD,C4ISR,544783.6300,46,32
2008,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",96882.1300,3,3
2008,Energy,Energy,Other R&D and Knowledge Based,644027.0200,18,9
2008,GSA,GSA,NULL,0.0000,1,1
2008,GSA,GSA,Land,152736.0900,3,4
2008,GSA,GSA,Other R&D and Knowledge Based,148608.7900,4,4
2008,HHS,HHS,Other Products,238583.4500,21,15
2008,NASA,NASA,Other Products,65265.9700,7,5
2008,Other Agencies,NULL,Other Products,12443189.1700,9712,24
2008,Other Agencies,Agriculture,"Weapons, Ammunition and Missiles",28114.4000,2,2
2008,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,5320.0000,1,1
2008,Other Agencies,Commerce,Other R&D and Knowledge Based,1484475.7300,56,48
2008,Other Agencies,Commerce,Other Services,46013.0000,3,3
2008,Other Agencies,Education,Other R&D and Knowledge Based,11324923.1000,11,3
2007,Energy,Energy,Other R&D and Knowledge Based,315457.5600,10,6
2007,GSA,GSA,NULL,255.0000,1,1
2007,GSA,GSA,Land,13950.6000,6,5
2007,HHS,HHS,Other Products,1820762.0000,10,7
2007,NASA,NASA,Other Products,74162.0000,3,3
2007,Other Agencies,NULL,Other Products,11538607.4300,9907,23
2007,Other Agencies,Agriculture,"Other Facilities, Construction, Manufacturing and Testing",1405119.3800,70,62
2007,Other Agencies,Agriculture,"Weapons, Ammunition and Missiles",16600.0000,1,1
2007,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",159082.2500,14,11
2007,Other Agencies,Commerce,Other R&D and Knowledge Based,960296.3700,36,34
2007,Other Agencies,Education,NULL,89044.6500,5,3
2007,Other Agencies,Education,Other R&D and Knowledge Based,6391367.0000,10,1
2007,Other Agencies,EPA,NULL,0.0000,1,1
2007,Other Agencies,EPA,Other R&D and Knowledge Based,89384.2300,19,17
2007,Other Agencies,Interior,Other R&D and Knowledge Based,4466330.9000,146,130
2007,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",14204483.9800,403,400
2007,Other Agencies,Justice,Sea,27090.2600,1,1
2007,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,21000.0000,1,1
2007,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,442000.0000,1,1
2007,Other Agencies,VA,Land,47522.0500,3,3
2007,Other Agencies,VA,Other R&D and Knowledge Based,135658.2500,21,21
2007,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",6343960.0200,467,155
2008,Defense,Air Force,Space,545600.0000,3,1
2008,Defense,Air Force,"Weapons, Ammunition and Missiles",6136131.0000,8,4
2008,Defense,Army,"Weapons, Ammunition and Missiles",124836200.5700,110,67
2008,Defense,DLA,"Weapons, Ammunition and Missiles",1530639.0000,26,26
2008,Defense,Navy,Land,625635620.1300,69,25
2008,Defense,Navy,Other R&D and Knowledge Based,5622112.6200,69,54
2008,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",616600.5400,20,15
2008,DHS,Other DHS,Land,21610.0000,1,1
2008,DHS,TSA,Other Products,20847.8000,3,4
2008,GSA,GSA,Other Products,2074715.1600,96,99
2008,HHS,HHS,NULL,1207212.9500,11,11
2008,HHS,HHS,Other R&D and Knowledge Based,18114886.3900,76,60
2008,Other Agencies,NULL,Other R&D and Knowledge Based,-180.0000,1,1
2008,Other Agencies,Agriculture,Air,21463.3200,2,2
2008,Other Agencies,Agriculture,C4ISR,1969673.7700,65,59
2008,Other Agencies,Agriculture,Other Services,388217.4800,14,13
2008,Other Agencies,All other Customers,C4ISR,1014057.0000,12,11
2008,Other Agencies,All other Customers,Other Services,31718.8000,1,1
2008,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other R&D and Knowledge Based,31375.0000,3,3
2008,Other Agencies,HUD,NULL,0.0000,2,2
2008,Other Agencies,NATIONAL SCIENCE FOUNDATION,Air,0.0000,1,1
2008,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,0.0000,1,1
2008,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,564538.3000,13,10
2007,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",159953.7900,15,10
2007,DHS,COAST GUARD,Air,12390759.2400,93,40
2007,DHS,OPO,Other R&D and Knowledge Based,22000.0000,1,1
2007,DHS,TSA,C4ISR,25331573.5700,6,5
2007,Energy,Energy,"Weapons, Ammunition and Missiles",0.0000,NULL,1
2007,GSA,GSA,C4ISR,814034.3100,9,27
2007,GSA,GSA,Other Services,4440.0000,1,1
2007,NASA,NASA,Space,933205.0700,10,8
2007,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",75219.0000,16,3
2007,Other Agencies,Agriculture,Other Products,767666.7000,35,30
2007,Other Agencies,Agriculture,Other R&D and Knowledge Based,1814607.2700,28,26
2007,Other Agencies,Commerce,C4ISR,1295421.9600,78,64
2007,Other Agencies,EPA,C4ISR,281087.4300,20,18
2007,Other Agencies,Justice,Other R&D and Knowledge Based,274282.4700,8,7
2007,Other Agencies,Labor,C4ISR,128055.3000,10,9
2007,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",172053.0800,7,7
2007,Other Agencies,SMITHSONIAN INSTITUTION,NULL,12690.0000,2,2
2007,Other Agencies,Transportation,Land,54004.5500,3,2
2007,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",547431.7500,41,35
2007,Other Agencies,VA,C4ISR,229839.0200,38,38
2007,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",7959121.6600,996,576
2007,Other Agencies,VA,Other Services,16130.3500,2,2
2007,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",7154948.0000,12,5
2007,State and IAP,State,Land,357893.7500,10,10
2008,Defense,Army,Other Products,29876373.4900,118,98
2008,Defense,DLA,NULL,1064564.0000,19,19
2008,Defense,DLA,Other Products,6878291.0000,296,312
2008,Defense,Navy,Other Services,4797821.4000,17,10
2008,DHS,CBP,Air,90770.9100,5,5
2008,DHS,FEMA,Other Products,193222.0000,3,2
2008,DHS,FEMA,Other R&D and Knowledge Based,149.4000,1,1
2008,DHS,Other DHS,C4ISR,165622.9700,15,13
2008,DHS,TSA,C4ISR,0.0000,2,1
2008,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",531591.7900,10,8
2008,GSA,GSA,C4ISR,546041.8000,10,34
2008,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",7428899.0700,1118,1015
2008,GSA,GSA,"Weapons, Ammunition and Missiles",84736.0000,1,2
2008,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",858197.3100,47,42
2008,HHS,HHS,Other Services,688714.8800,11,12
2008,NASA,NASA,C4ISR,31911138.7000,66,38
2008,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",537211.7200,21,17
2008,NASA,NASA,Space,-700137.9700,9,8
2008,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",126061.7300,106,4
2008,Other Agencies,Agriculture,Land,45993.0000,2,2
2008,Other Agencies,Agriculture,Other R&D and Knowledge Based,4952841.9700,28,29
2008,Other Agencies,All other Customers,Other R&D and Knowledge Based,15003.4200,1,1
2006,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,469600.0000,6,3
2006,Other Agencies,Treasury,NULL,12920.4400,2,2
2006,State and IAP,State,Other Products,4974511.5000,100,94
2007,Defense,Air Force,Other Services,402923.0000,8,8
2007,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",36325632.2600,357,260
2007,Defense,Army,Sea,63585.0000,3,2
2007,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",151230053.0000,329,329
2007,Defense,DLA,Sea,104566.0000,8,9
2007,DHS,CBP,Other Services,781042.2900,112,72
2007,DHS,ICE,"Weapons, Ammunition and Missiles",42488.2800,7,5
2007,DHS,Other DHS,Other Products,5850.0000,1,1
2007,NASA,NASA,C4ISR,39185465.5000,42,22
2007,Other Agencies,Commerce,Other Products,35344.5000,5,4
2007,Other Agencies,Commerce,Sea,889875.7000,22,17
2007,Other Agencies,Education,"Other Facilities, Construction, Manufacturing and Testing",9064.0000,1,1
2007,Other Agencies,EPA,Other Products,4792.6100,1,1
2007,Other Agencies,FEDERAL ELECTION COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",540.0000,1,1
2007,Other Agencies,Interior,NULL,145513.6600,16,15
2007,Other Agencies,Justice,C4ISR,26631760.8800,103,97
2007,Other Agencies,Justice,Land,1100067.0000,7,2
2007,Other Agencies,Labor,Other R&D and Knowledge Based,4072616.0000,10,4
2007,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",72750.6100,7,6
2007,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,97236.3200,2,5
2007,Other Agencies,Treasury,C4ISR,575716.8900,23,20
2007,Other Agencies,Treasury,Other Products,2655276.8000,22,25
2007,State and IAP,State,NULL,1185456.2500,145,136
2007,State and IAP,State,Other Services,425189.0800,15,15
2008,Defense,Air Force,Other Products,281751.2600,11,11
2008,Defense,Army,Air,44863503.3300,94,74
2008,Defense,Army,Space,147249.4400,2,2
2008,Defense,DLA,Air,24772794.6400,379,376
2008,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",11427683.7000,252,193
2008,Defense,Navy,Sea,7702136.0600,178,126
2008,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",1384163.1500,36,33
2008,DHS,COAST GUARD,Other Services,247059.2200,10,9
2008,DHS,ICE,C4ISR,473695.9800,17,15
2008,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",1486483.4700,36,31
2008,Energy,Energy,C4ISR,1483692.2400,38,32
2008,Energy,Energy,Other Products,158694.0200,7,6
2008,NASA,NASA,Land,0.0000,1,1
2008,Other Agencies,Commerce,NULL,158733.6400,20,17
2008,Other Agencies,Education,C4ISR,30496.7000,2,2
2008,Other Agencies,EPA,Other Services,225925.0000,12,7
2008,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",197210.4300,11,11
2008,Other Agencies,Interior,C4ISR,2788118.4300,149,138
2008,Other Agencies,Interior,Other Products,485074.9200,44,41
2008,Other Agencies,Justice,"Weapons, Ammunition and Missiles",4431.0000,1,1
2008,DHS,CBP,"Weapons, Ammunition and Missiles",-874.7600,1,1
2008,DHS,COAST GUARD,Other Products,873556.9400,44,34
2008,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",111190.9000,3,3
2008,DHS,OPO,C4ISR,339228.4100,3,3
2008,Other Agencies,Archives,Other R&D and Knowledge Based,8068.0000,1,1
2008,Other Agencies,Comptroller,C4ISR,27560.8000,1,1
2008,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Products,38200.0000,2,2
2008,Other Agencies,Exec Office,"Other Facilities, Construction, Manufacturing and Testing",12750.0000,1,1
2008,Other Agencies,Exec Office,Other R&D and Knowledge Based,8514.0000,2,2
